Tonga,Gloss,Type,Status,C1,C2,Vowel,Time,F0,
wa-ku-gand-a 2,hit with vehicle,B-L-2,wa-,g,nd,a,10,185.37641,
wa-ku-gand-a 2,hit with vehicle,B-L-2,ku-,g,nd,u,1,189.8066945,
wa-ku-gand-a 2,hit with vehicle,B-L-2,ku-,g,nd,u,2,190.9343356,
wa-ku-gand-a 2,hit with vehicle,B-L-2,ku-,g,nd,u,3,192.0619768,
wa-ku-gand-a 2,hit with vehicle,B-L-2,ku-,g,nd,u,4,191.1202779,
wa-ku-gand-a 2,hit with vehicle,B-L-2,ku-,g,nd,u,5,189.9189077,
wa-ku-gand-a 2,hit with vehicle,B-L-2,ku-,g,nd,u,6,187.0713271,
wa-ku-gand-a 2,hit with vehicle,B-L-2,ku-,g,nd,u,7,183.7513135,
wa-ku-gand-a 2,hit with vehicle,B-L-2,ku-,g,nd,u,8,179.1669181,
wa-ku-gand-a 2,hit with vehicle,B-L-2,ku-,g,nd,u,9,173.9470567,
wa-ku-gand-a 2,hit with vehicle,B-L-2,ku-,g,nd,u,10,171.3410774,
wa-ku-gand-a 2,hit with vehicle,B-L-2,stem,g,nd,a,1,158.6754787,
wa-ku-gand-a 2,hit with vehicle,B-L-2,stem,g,nd,a,2,152.0390415,
wa-ku-gand-a 2,hit with vehicle,B-L-2,stem,g,nd,a,3,147.1399648,
wa-ku-gand-a 2,hit with vehicle,B-L-2,stem,g,nd,a,4,143.9205689,
wa-ku-gand-a 2,hit with vehicle,B-L-2,stem,g,nd,a,5,142.5706047,
wa-ku-gand-a 2,hit with vehicle,B-L-2,stem,g,nd,a,6,143.1608033,
wa-ku-gand-a 2,hit with vehicle,B-L-2,stem,g,nd,a,7,144.6817467,
wa-ku-gand-a 2,hit with vehicle,B-L-2,stem,g,nd,a,8,147.0796603,
wa-ku-gand-a 2,hit with vehicle,B-L-2,stem,g,nd,a,9,150.8001813,
wa-ku-gand-a 2,hit with vehicle,B-L-2,stem,g,nd,a,10,155.8164096,
wa-ku-gand-a 2,hit with vehicle,B-L-2,FV,g,nd,a,1,168.4349503,
wa-ku-gand-a 2,hit with vehicle,B-L-2,FV,g,nd,a,2,176.9606356,
wa-ku-gand-a 2,hit with vehicle,B-L-2,FV,g,nd,a,3,182.8029847,
wa-ku-gand-a 2,hit with vehicle,B-L-2,FV,g,nd,a,4,185.7395097,
wa-ku-gand-a 2,hit with vehicle,B-L-2,FV,g,nd,a,5,186.2525271,
wa-ku-gand-a 2,hit with vehicle,B-L-2,FV,g,nd,a,6,185.8296061,
wa-ku-gand-a 2,hit with vehicle,B-L-2,FV,g,nd,a,7,184.9111872,
wa-ku-gand-a 2,hit with vehicle,B-L-2,FV,g,nd,a,8,184.3673259,
wa-ku-gand-a 2,hit with vehicle,B-L-2,FV,g,nd,a,9,183.8981355,
wa-ku-gand-a 2,hit with vehicle,B-L-2,FV,g,nd,a,10,182.7163378,
wa-ku-gand-a 3,hit with vehicle,B-L-2,wa-,g,nd,a,1,165.6774248,
wa-ku-gand-a 3,hit with vehicle,B-L-2,wa-,g,nd,a,2,167.0103857,
wa-ku-gand-a 3,hit with vehicle,B-L-2,wa-,g,nd,a,3,168.2603285,
wa-ku-gand-a 3,hit with vehicle,B-L-2,wa-,g,nd,a,4,169.3922278,
wa-ku-gand-a 3,hit with vehicle,B-L-2,wa-,g,nd,a,5,170.3424147,
wa-ku-gand-a 3,hit with vehicle,B-L-2,wa-,g,nd,a,6,171.7530803,
wa-ku-gand-a 3,hit with vehicle,B-L-2,wa-,g,nd,a,7,174.7546556,
wa-ku-gand-a 3,hit with vehicle,B-L-2,wa-,g,nd,a,8,178.3803505,
wa-ku-gand-a 3,hit with vehicle,B-L-2,wa-,g,nd,a,9,182.4021354,
wa-ku-gand-a 3,hit with vehicle,B-L-2,wa-,g,nd,a,10,187.3287085,
wa-ku-gand-a 3,hit with vehicle,B-L-2,ku-,g,nd,u,1,198.7042353,
wa-ku-gand-a 3,hit with vehicle,B-L-2,ku-,g,nd,u,2,201.4109927,
wa-ku-gand-a 3,hit with vehicle,B-L-2,ku-,g,nd,u,3,203.9204149,
wa-ku-gand-a 3,hit with vehicle,B-L-2,ku-,g,nd,u,4,204.6594945,
wa-ku-gand-a 3,hit with vehicle,B-L-2,ku-,g,nd,u,5,204.7227295,
wa-ku-gand-a 3,hit with vehicle,B-L-2,ku-,g,nd,u,6,202.0923026,
wa-ku-gand-a 3,hit with vehicle,B-L-2,ku-,g,nd,u,7,198.6478414,
wa-ku-gand-a 3,hit with vehicle,B-L-2,ku-,g,nd,u,8,193.311769,
wa-ku-gand-a 3,hit with vehicle,B-L-2,ku-,g,nd,u,9,187.5354972,
wa-ku-gand-a 3,hit with vehicle,B-L-2,ku-,g,nd,u,10,181.1020906,
wa-ku-gand-a 3,hit with vehicle,B-L-2,stem,g,nd,a,1,164.4052828,
wa-ku-gand-a 3,hit with vehicle,B-L-2,stem,g,nd,a,2,157.6197121,
wa-ku-gand-a 3,hit with vehicle,B-L-2,stem,g,nd,a,3,152.8580962,
wa-ku-gand-a 3,hit with vehicle,B-L-2,stem,g,nd,a,4,150.0341253,
wa-ku-gand-a 3,hit with vehicle,B-L-2,stem,g,nd,a,5,149.0571896,
wa-ku-gand-a 3,hit with vehicle,B-L-2,stem,g,nd,a,6,150.3738497,
wa-ku-gand-a 3,hit with vehicle,B-L-2,stem,g,nd,a,7,152.6031806,
wa-ku-gand-a 3,hit with vehicle,B-L-2,stem,g,nd,a,8,155.6397569,
wa-ku-gand-a 3,hit with vehicle,B-L-2,stem,g,nd,a,9,159.4259104,
wa-ku-gand-a 3,hit with vehicle,B-L-2,stem,g,nd,a,10,164.0247015,
wa-ku-gand-a 3,hit with vehicle,B-L-2,FV,g,nd,a,1,172.2282652,
wa-ku-gand-a 3,hit with vehicle,B-L-2,FV,g,nd,a,2,177.3804133,
wa-ku-gand-a 3,hit with vehicle,B-L-2,FV,g,nd,a,3,180.2806144,
wa-ku-gand-a 3,hit with vehicle,B-L-2,FV,g,nd,a,4,181.2495928,
wa-ku-gand-a 3,hit with vehicle,B-L-2,FV,g,nd,a,5,180.9964425,
wa-ku-gand-a 3,hit with vehicle,B-L-2,FV,g,nd,a,6,180.9748515,
wa-ku-gand-a 3,hit with vehicle,B-L-2,FV,g,nd,a,7,181.1265822,
wa-ku-gand-a 3,hit with vehicle,B-L-2,FV,g,nd,a,8,181.2792219,
wa-ku-gand-a 3,hit with vehicle,B-L-2,FV,g,nd,a,9,181.3525204,
wa-ku-gand-a 3,hit with vehicle,B-L-2,FV,g,nd,a,10,181.4445858,
wa-ku-hol-a 1,receive wages,B-L-2,wa-,h,l,a,1,158.038757,
wa-ku-hol-a 1,receive wages,B-L-2,wa-,h,l,a,2,160.0023442,
wa-ku-hol-a 1,receive wages,B-L-2,wa-,h,l,a,3,162.0781082,
wa-ku-hol-a 1,receive wages,B-L-2,wa-,h,l,a,4,164.3217715,
wa-ku-hol-a 1,receive wages,B-L-2,wa-,h,l,a,5,165.956901,
wa-ku-hol-a 1,receive wages,B-L-2,wa-,h,l,a,6,167.9277555,
wa-ku-hol-a 1,receive wages,B-L-2,wa-,h,l,a,7,171.8271355,
wa-ku-hol-a 1,receive wages,B-L-2,wa-,h,l,a,8,176.1212502,
wa-ku-hol-a 1,receive wages,B-L-2,wa-,h,l,a,9,180.6765519,
wa-ku-hol-a 1,receive wages,B-L-2,wa-,h,l,a,10,185.3520923,
wa-ku-hol-a 1,receive wages,B-L-2,ku-,h,l,u,1,195.350527,
wa-ku-hol-a 1,receive wages,B-L-2,ku-,h,l,u,2,197.2676252,
wa-ku-hol-a 1,receive wages,B-L-2,ku-,h,l,u,3,199.080025,
wa-ku-hol-a 1,receive wages,B-L-2,ku-,h,l,u,4,198.8020428,
wa-ku-hol-a 1,receive wages,B-L-2,ku-,h,l,u,5,198.2243423,
wa-ku-hol-a 1,receive wages,B-L-2,ku-,h,l,u,6,194.8044492,
wa-ku-hol-a 1,receive wages,B-L-2,ku-,h,l,u,7,191.0415236,
wa-ku-hol-a 1,receive wages,B-L-2,ku-,h,l,u,8,185.2243174,
wa-ku-hol-a 1,receive wages,B-L-2,ku-,h,l,u,9,179.2313653,
wa-ku-hol-a 1,receive wages,B-L-2,ku-,h,l,u,10,172.4929967,
wa-ku-hol-a 1,receive wages,B-L-2,stem,h,l,o,1,154.4297317,
wa-ku-hol-a 1,receive wages,B-L-2,stem,h,l,o,2,148.2984217,
wa-ku-hol-a 1,receive wages,B-L-2,stem,h,l,o,3,144.9070895,
wa-ku-hol-a 1,receive wages,B-L-2,stem,h,l,o,4,143.9106859,
wa-ku-hol-a 1,receive wages,B-L-2,stem,h,l,o,5,144.941239,
wa-ku-hol-a 1,receive wages,B-L-2,stem,h,l,o,6,147.6203589,
wa-ku-hol-a 1,receive wages,B-L-2,stem,h,l,o,7,151.0734425,
wa-ku-hol-a 1,receive wages,B-L-2,stem,h,l,o,8,154.9107992,
wa-ku-hol-a 1,receive wages,B-L-2,stem,h,l,o,9,159.1043192,
wa-ku-hol-a 1,receive wages,B-L-2,stem,h,l,o,10,162.70279,
wa-ku-hol-a 1,receive wages,B-L-2,FV,h,l,a,1,168.706881,
wa-ku-hol-a 1,receive wages,B-L-2,FV,h,l,a,2,174.6277234,
wa-ku-hol-a 1,receive wages,B-L-2,FV,h,l,a,3,179.4439569,
wa-ku-hol-a 1,receive wages,B-L-2,FV,h,l,a,4,183.043401,
wa-ku-hol-a 1,receive wages,B-L-2,FV,h,l,a,5,185.7168334,
wa-ku-hol-a 1,receive wages,B-L-2,FV,h,l,a,6,187.2596118,
wa-ku-hol-a 1,receive wages,B-L-2,FV,h,l,a,7,187.1483471,
wa-ku-hol-a 1,receive wages,B-L-2,FV,h,l,a,8,185.9632239,
wa-ku-hol-a 1,receive wages,B-L-2,FV,h,l,a,9,185.1345134,
wa-ku-hol-a 1,receive wages,B-L-2,FV,h,l,a,10,184.4173298,
wa-ku-hol-a 2,receive wages,B-L-2,wa-,h,l,a,1,166.191413,
wa-ku-hol-a 2,receive wages,B-L-2,wa-,h,l,a,2,167.9505434,
wa-ku-hol-a 2,receive wages,B-L-2,wa-,h,l,a,3,169.7947933,
wa-ku-hol-a 2,receive wages,B-L-2,wa-,h,l,a,4,171.8302628,
wa-ku-hol-a 2,receive wages,B-L-2,wa-,h,l,a,5,173.8760601,
wa-ku-hol-a 2,receive wages,B-L-2,wa-,h,l,a,6,175.928294,
wa-ku-hol-a 2,receive wages,B-L-2,wa-,h,l,a,7,179.6458538,
wa-ku-hol-a 2,receive wages,B-L-2,wa-,h,l,a,8,183.5640769,
wa-ku-hol-a 2,receive wages,B-L-2,wa-,h,l,a,9,187.6935007,
wa-ku-hol-a 2,receive wages,B-L-2,wa-,h,l,a,10,189.9391617,
wa-ku-hol-a 2,receive wages,B-L-2,ku-,h,l,u,1,196.9988756,
wa-ku-hol-a 2,receive wages,B-L-2,ku-,h,l,u,2,200.0737541,
wa-ku-hol-a 2,receive wages,B-L-2,ku-,h,l,u,3,202.2991454,
wa-ku-hol-a 2,receive wages,B-L-2,ku-,h,l,u,4,203.1879793,
wa-ku-hol-a 2,receive wages,B-L-2,ku-,h,l,u,5,202.1468552,
wa-ku-hol-a 2,receive wages,B-L-2,ku-,h,l,u,6,199.9786701,
wa-ku-hol-a 2,receive wages,B-L-2,ku-,h,l,u,7,194.9233544,
wa-ku-hol-a 2,receive wages,B-L-2,ku-,h,l,u,8,188.8214778,
wa-ku-hol-a 2,receive wages,B-L-2,ku-,h,l,u,9,181.8783655,
wa-ku-hol-a 2,receive wages,B-L-2,ku-,h,l,u,10,174.4137145,
wa-ku-hol-a 2,receive wages,B-L-2,stem,h,l,o,1,157.8392199,
wa-ku-hol-a 2,receive wages,B-L-2,stem,h,l,o,2,152.9203514,
wa-ku-hol-a 2,receive wages,B-L-2,stem,h,l,o,3,149.5497146,
wa-ku-hol-a 2,receive wages,B-L-2,stem,h,l,o,4,147.6344136,
wa-ku-hol-a 2,receive wages,B-L-2,stem,h,l,o,5,147.4811916,
wa-ku-hol-a 2,receive wages,B-L-2,stem,h,l,o,6,148.4691358,
wa-ku-hol-a 2,receive wages,B-L-2,stem,h,l,o,7,150.2099178,
wa-ku-hol-a 2,receive wages,B-L-2,stem,h,l,o,8,152.6974932,
wa-ku-hol-a 2,receive wages,B-L-2,stem,h,l,o,9,156.0618793,
wa-ku-hol-a 2,receive wages,B-L-2,stem,h,l,o,10,159.9858054,
wa-ku-hol-a 2,receive wages,B-L-2,FV,h,l,a,1,171.9919335,
wa-ku-hol-a 2,receive wages,B-L-2,FV,h,l,a,2,178.338994,
wa-ku-hol-a 2,receive wages,B-L-2,FV,h,l,a,3,182.6406598,
wa-ku-hol-a 2,receive wages,B-L-2,FV,h,l,a,4,184.7250355,
wa-ku-hol-a 2,receive wages,B-L-2,FV,h,l,a,5,184.9675365,
wa-ku-hol-a 2,receive wages,B-L-2,FV,h,l,a,6,184.6217979,
wa-ku-hol-a 2,receive wages,B-L-2,FV,h,l,a,7,183.808483,
wa-ku-hol-a 2,receive wages,B-L-2,FV,h,l,a,8,183.4193813,
wa-ku-hol-a 2,receive wages,B-L-2,FV,h,l,a,9,183.047786,
wa-ku-hol-a 2,receive wages,B-L-2,FV,h,l,a,10,182.2567996,
wa-ku-hol-a 3,receive wages,B-L-2,wa-,h,l,a,1,170.3968181,
wa-ku-hol-a 3,receive wages,B-L-2,wa-,h,l,a,2,171.7033377,
wa-ku-hol-a 3,receive wages,B-L-2,wa-,h,l,a,3,172.9979978,
wa-ku-hol-a 3,receive wages,B-L-2,wa-,h,l,a,4,174.1668404,
wa-ku-hol-a 3,receive wages,B-L-2,wa-,h,l,a,5,175.363529,
wa-ku-hol-a 3,receive wages,B-L-2,wa-,h,l,a,6,176.6940033,
wa-ku-hol-a 3,receive wages,B-L-2,wa-,h,l,a,7,178.3035196,
wa-ku-hol-a 3,receive wages,B-L-2,wa-,h,l,a,8,180.7137883,
wa-ku-hol-a 3,receive wages,B-L-2,wa-,h,l,a,9,183.1301704,
wa-ku-hol-a 3,receive wages,B-L-2,wa-,h,l,a,10,185.5581815,
wa-ku-hol-a 3,receive wages,B-L-2,ku-,h,l,u,1,191.2034611,
wa-ku-hol-a 3,receive wages,B-L-2,ku-,h,l,u,2,191.9046521,
wa-ku-hol-a 3,receive wages,B-L-2,ku-,h,l,u,3,192.5512942,
wa-ku-hol-a 3,receive wages,B-L-2,ku-,h,l,u,4,191.5599404,
wa-ku-hol-a 3,receive wages,B-L-2,ku-,h,l,u,5,190.3943696,
wa-ku-hol-a 3,receive wages,B-L-2,ku-,h,l,u,6,186.7002145,
wa-ku-hol-a 3,receive wages,B-L-2,ku-,h,l,u,7,182.8041618,
wa-ku-hol-a 3,receive wages,B-L-2,ku-,h,l,u,8,177.0218488,
wa-ku-hol-a 3,receive wages,B-L-2,ku-,h,l,u,9,171.1327081,
wa-ku-hol-a 3,receive wages,B-L-2,ku-,h,l,u,10,164.5217333,
wa-ku-hol-a 3,receive wages,B-L-2,stem,h,l,o,1,145.8979863,
wa-ku-hol-a 3,receive wages,B-L-2,stem,h,l,o,2,139.410923,
wa-ku-hol-a 3,receive wages,B-L-2,stem,h,l,o,3,135.7222524,
wa-ku-hol-a 3,receive wages,B-L-2,stem,h,l,o,4,134.4922838,
wa-ku-hol-a 3,receive wages,B-L-2,stem,h,l,o,5,135.4077346,
wa-ku-hol-a 3,receive wages,B-L-2,stem,h,l,o,6,138.1628246,
wa-ku-hol-a 3,receive wages,B-L-2,stem,h,l,o,7,141.0882283,
wa-ku-hol-a 3,receive wages,B-L-2,stem,h,l,o,8,144.7774158,
wa-ku-hol-a 3,receive wages,B-L-2,stem,h,l,o,9,149.2418971,
wa-ku-hol-a 3,receive wages,B-L-2,stem,h,l,o,10,154.5001896,
wa-ku-hol-a 3,receive wages,B-L-2,FV,h,l,a,1,169.2948581,
wa-ku-hol-a 3,receive wages,B-L-2,FV,h,l,a,2,177.1480123,
wa-ku-hol-a 3,receive wages,B-L-2,FV,h,l,a,3,183.1371891,
wa-ku-hol-a 3,receive wages,B-L-2,FV,h,l,a,4,186.7255667,
wa-ku-hol-a 3,receive wages,B-L-2,FV,h,l,a,5,188.081321,
wa-ku-hol-a 3,receive wages,B-L-2,FV,h,l,a,6,188.1010273,
wa-ku-hol-a 3,receive wages,B-L-2,FV,h,l,a,7,186.8810406,
wa-ku-hol-a 3,receive wages,B-L-2,FV,h,l,a,8,186.0290265,
wa-ku-hol-a 3,receive wages,B-L-2,FV,h,l,a,9,185.2708273,
wa-ku-hol-a 3,receive wages,B-L-2,FV,h,l,a,10,183.1915784,
wa-ku-jam-a 1,dance,B-L-2,wa-,j,m,a,1,154.6803601,
wa-ku-jam-a 1,dance,B-L-2,wa-,j,m,a,2,155.4910536,
wa-ku-jam-a 1,dance,B-L-2,wa-,j,m,a,3,156.5122862,
wa-ku-jam-a 1,dance,B-L-2,wa-,j,m,a,4,157.7026737,
wa-ku-jam-a 1,dance,B-L-2,wa-,j,m,a,5,158.5498124,
wa-ku-jam-a 1,dance,B-L-2,wa-,j,m,a,6,160.8092735,
wa-ku-jam-a 1,dance,B-L-2,wa-,j,m,a,7,164.267206,
wa-ku-jam-a 1,dance,B-L-2,wa-,j,m,a,8,169.2172921,
wa-ku-jam-a 1,dance,B-L-2,wa-,j,m,a,9,175.0417612,
wa-ku-jam-a 1,dance,B-L-2,wa-,j,m,a,10,180.5185626,
wa-ku-jam-a 1,dance,B-L-2,ku-,j,m,u,1,191.2183536,
wa-ku-jam-a 1,dance,B-L-2,ku-,j,m,u,2,195.6956481,
wa-ku-jam-a 1,dance,B-L-2,ku-,j,m,u,3,199.3090354,
wa-ku-jam-a 1,dance,B-L-2,ku-,j,m,u,4,201.3527229,
wa-ku-jam-a 1,dance,B-L-2,ku-,j,m,u,5,201.7919756,
wa-ku-jam-a 1,dance,B-L-2,ku-,j,m,u,6,201.3600006,
wa-ku-jam-a 1,dance,B-L-2,ku-,j,m,u,7,197.8218649,
wa-ku-jam-a 1,dance,B-L-2,ku-,j,m,u,8,193.7243451,
wa-ku-jam-a 1,dance,B-L-2,ku-,j,m,u,9,188.8542209,
wa-ku-jam-a 1,dance,B-L-2,ku-,j,m,u,10,183.21656,
wa-ku-jam-a 1,dance,B-L-2,stem,j,m,a,1,166.9365541,
wa-ku-jam-a 1,dance,B-L-2,stem,j,m,a,2,162.4474737,
wa-ku-jam-a 1,dance,B-L-2,stem,j,m,a,3,158.2274822,
wa-ku-jam-a 1,dance,B-L-2,stem,j,m,a,4,155.1510202,
wa-ku-jam-a 1,dance,B-L-2,stem,j,m,a,5,153.0711821,
wa-ku-jam-a 1,dance,B-L-2,stem,j,m,a,6,152.6106756,
wa-ku-jam-a 1,dance,B-L-2,stem,j,m,a,7,153.7092173,
wa-ku-jam-a 1,dance,B-L-2,stem,j,m,a,8,155.9768552,
wa-ku-jam-a 1,dance,B-L-2,stem,j,m,a,9,159.3634012,
wa-ku-jam-a 1,dance,B-L-2,stem,j,m,a,10,163.0995038,
wa-ku-jam-a 1,dance,B-L-2,FV,j,m,a,1,172.9615752,
wa-ku-jam-a 1,dance,B-L-2,FV,j,m,a,2,180.555191,
wa-ku-jam-a 1,dance,B-L-2,FV,j,m,a,3,186.0870821,
wa-ku-jam-a 1,dance,B-L-2,FV,j,m,a,4,189.2933744,
wa-ku-jam-a 1,dance,B-L-2,FV,j,m,a,5,189.859767,
wa-ku-jam-a 1,dance,B-L-2,FV,j,m,a,6,189.5111397,
wa-ku-jam-a 1,dance,B-L-2,FV,j,m,a,7,188.7766385,
wa-ku-jam-a 1,dance,B-L-2,FV,j,m,a,8,188.5732673,
wa-ku-jam-a 1,dance,B-L-2,FV,j,m,a,9,188.1321677,
wa-ku-jam-a 1,dance,B-L-2,FV,j,m,a,10,187.2654933,
wa-ku-jam-a 2,dance,B-L-2,wa-,j,m,a,1,170.306436,
wa-ku-jam-a 2,dance,B-L-2,wa-,j,m,a,2,171.7331046,
wa-ku-jam-a 2,dance,B-L-2,wa-,j,m,a,3,173.1047086,
wa-ku-jam-a 2,dance,B-L-2,wa-,j,m,a,4,174.1789482,
wa-ku-jam-a 2,dance,B-L-2,wa-,j,m,a,5,175.3679478,
wa-ku-jam-a 2,dance,B-L-2,wa-,j,m,a,6,176.8094362,
wa-ku-jam-a 2,dance,B-L-2,wa-,j,m,a,7,178.77018,
wa-ku-jam-a 2,dance,B-L-2,wa-,j,m,a,8,181.3194637,
wa-ku-jam-a 2,dance,B-L-2,wa-,j,m,a,9,183.8628571,
wa-ku-jam-a 2,dance,B-L-2,wa-,j,m,a,10,186.402716,
wa-ku-jam-a 2,dance,B-L-2,ku-,j,m,u,1,191.6114698,
wa-ku-jam-a 2,dance,B-L-2,ku-,j,m,u,2,192.4068484,
wa-ku-jam-a 2,dance,B-L-2,ku-,j,m,u,3,193.2022271,
wa-ku-jam-a 2,dance,B-L-2,ku-,j,m,u,4,192.5083998,
wa-ku-jam-a 2,dance,B-L-2,ku-,j,m,u,5,191.2994285,
wa-ku-jam-a 2,dance,B-L-2,ku-,j,m,u,6,189.2709905,
wa-ku-jam-a 2,dance,B-L-2,ku-,j,m,u,7,186.3757833,
wa-ku-jam-a 2,dance,B-L-2,ku-,j,m,u,8,183.1611248,
wa-ku-jam-a 2,dance,B-L-2,ku-,j,m,u,9,178.8706957,
wa-ku-jam-a 2,dance,B-L-2,ku-,j,m,u,10,174.5802667,
wa-ku-jam-a 2,dance,B-L-2,stem,j,m,a,1,163.8647004,
wa-ku-jam-a 2,dance,B-L-2,stem,j,m,a,2,160.1526008,
wa-ku-jam-a 2,dance,B-L-2,stem,j,m,a,3,156.4405013,
wa-ku-jam-a 2,dance,B-L-2,stem,j,m,a,4,154.9723263,
wa-ku-jam-a 2,dance,B-L-2,stem,j,m,a,5,153.6109149,
wa-ku-jam-a 2,dance,B-L-2,stem,j,m,a,6,154.3950853,
wa-ku-jam-a 2,dance,B-L-2,stem,j,m,a,7,155.3936245,
wa-ku-jam-a 2,dance,B-L-2,stem,j,m,a,8,158.342776,
wa-ku-jam-a 2,dance,B-L-2,stem,j,m,a,9,161.5996327,
wa-ku-jam-a 2,dance,B-L-2,stem,j,m,a,10,162.6088768,
wa-ku-jam-a 2,dance,B-L-2,FV,j,m,a,1,171.7298578,
wa-ku-jam-a 2,dance,B-L-2,FV,j,m,a,2,179.0527594,
wa-ku-jam-a 2,dance,B-L-2,FV,j,m,a,3,184.9317685,
wa-ku-jam-a 2,dance,B-L-2,FV,j,m,a,4,189.0491496,
wa-ku-jam-a 2,dance,B-L-2,FV,j,m,a,5,191.1879681,
wa-ku-jam-a 2,dance,B-L-2,FV,j,m,a,6,192.0026652,
wa-ku-jam-a 2,dance,B-L-2,FV,j,m,a,7,192.3396295,
wa-ku-jam-a 2,dance,B-L-2,FV,j,m,a,8,192.4726594,
wa-ku-jam-a 2,dance,B-L-2,FV,j,m,a,9,192.3952245,
wa-ku-jam-a 2,dance,B-L-2,FV,j,m,a,10,192.2407174,
wa-ku-jam-a 3,dance,B-L-2,wa-,j,m,a,1,168.2636281,
wa-ku-jam-a 3,dance,B-L-2,wa-,j,m,a,2,169.7731582,
wa-ku-jam-a 3,dance,B-L-2,wa-,j,m,a,3,171.1867854,
wa-ku-jam-a 3,dance,B-L-2,wa-,j,m,a,4,172.3357971,
wa-ku-jam-a 3,dance,B-L-2,wa-,j,m,a,5,173.710955,
wa-ku-jam-a 3,dance,B-L-2,wa-,j,m,a,6,175.285031,
wa-ku-jam-a 3,dance,B-L-2,wa-,j,m,a,7,177.9198036,
wa-ku-jam-a 3,dance,B-L-2,wa-,j,m,a,8,180.8323578,
wa-ku-jam-a 3,dance,B-L-2,wa-,j,m,a,9,183.8815984,
wa-ku-jam-a 3,dance,B-L-2,wa-,j,m,a,10,186.0822073,
wa-ku-jam-a 3,dance,B-L-2,ku-,j,m,u,1,191.3421658,
wa-ku-jam-a 3,dance,B-L-2,ku-,j,m,u,2,192.7152463,
wa-ku-jam-a 3,dance,B-L-2,ku-,j,m,u,3,194.0883268,
wa-ku-jam-a 3,dance,B-L-2,ku-,j,m,u,4,193.3959608,
wa-ku-jam-a 3,dance,B-L-2,ku-,j,m,u,5,192.4070973,
wa-ku-jam-a 3,dance,B-L-2,ku-,j,m,u,6,189.8137998,
wa-ku-jam-a 3,dance,B-L-2,ku-,j,m,u,7,186.6826568,
wa-ku-jam-a 3,dance,B-L-2,ku-,j,m,u,8,182.4692993,
wa-ku-jam-a 3,dance,B-L-2,ku-,j,m,u,9,177.6021875,
wa-ku-jam-a 3,dance,B-L-2,ku-,j,m,u,10,174.970067,
wa-ku-jam-a 3,dance,B-L-2,stem,j,m,a,1,163.1284052,
wa-ku-jam-a 3,dance,B-L-2,stem,j,m,a,2,158.281655,
wa-ku-jam-a 3,dance,B-L-2,stem,j,m,a,3,153.9021289,
wa-ku-jam-a 3,dance,B-L-2,stem,j,m,a,4,150.9789486,
wa-ku-jam-a 3,dance,B-L-2,stem,j,m,a,5,149.4101915,
wa-ku-jam-a 3,dance,B-L-2,stem,j,m,a,6,149.2751034,
wa-ku-jam-a 3,dance,B-L-2,stem,j,m,a,7,151.176029,
wa-ku-jam-a 3,dance,B-L-2,stem,j,m,a,8,153.8350424,
wa-ku-jam-a 3,dance,B-L-2,stem,j,m,a,9,157.9254184,
wa-ku-jam-a 3,dance,B-L-2,stem,j,m,a,10,161.3208459,
wa-ku-jam-a 3,dance,B-L-2,FV,j,m,a,1,171.1214131,
wa-ku-jam-a 3,dance,B-L-2,FV,j,m,a,2,178.9914349,
wa-ku-jam-a 3,dance,B-L-2,FV,j,m,a,3,185.1128163,
wa-ku-jam-a 3,dance,B-L-2,FV,j,m,a,4,189.2394003,
wa-ku-jam-a 3,dance,B-L-2,FV,j,m,a,5,191.2546853,
wa-ku-jam-a 3,dance,B-L-2,FV,j,m,a,6,192.1956355,
wa-ku-jam-a 3,dance,B-L-2,FV,j,m,a,7,192.7839037,
wa-ku-jam-a 3,dance,B-L-2,FV,j,m,a,8,193.0904407,
wa-ku-jam-a 3,dance,B-L-2,FV,j,m,a,9,193.1864531,
wa-ku-jam-a 3,dance,B-L-2,FV,j,m,a,10,193.4100856,
wa-ku-khat-a 1,cut lightly,B-L-2,wa-,kh,t,a,1,152.4956991,
wa-ku-khat-a 1,cut lightly,B-L-2,wa-,kh,t,a,2,153.1851634,
wa-ku-khat-a 1,cut lightly,B-L-2,wa-,kh,t,a,3,153.9109541,
wa-ku-khat-a 1,cut lightly,B-L-2,wa-,kh,t,a,4,154.7010483,
wa-ku-khat-a 1,cut lightly,B-L-2,wa-,kh,t,a,5,155.4326092,
wa-ku-khat-a 1,cut lightly,B-L-2,wa-,kh,t,a,6,156.4008127,
wa-ku-khat-a 1,cut lightly,B-L-2,wa-,kh,t,a,7,160.2336192,
wa-ku-khat-a 1,cut lightly,B-L-2,wa-,kh,t,a,8,165.0434376,
wa-ku-khat-a 1,cut lightly,B-L-2,wa-,kh,t,a,9,171.0769154,
wa-ku-khat-a 1,cut lightly,B-L-2,wa-,kh,t,a,10,178.6076699,
wa-ku-khat-a 1,cut lightly,B-L-2,ku-,kh,t,u,1,200.400644,
wa-ku-khat-a 1,cut lightly,B-L-2,ku-,kh,t,u,2,204.914389,
wa-ku-khat-a 1,cut lightly,B-L-2,ku-,kh,t,u,3,209.3328032,
wa-ku-khat-a 1,cut lightly,B-L-2,ku-,kh,t,u,4,210.9741212,
wa-ku-khat-a 1,cut lightly,B-L-2,ku-,kh,t,u,5,212.3768256,
wa-ku-khat-a 1,cut lightly,B-L-2,ku-,kh,t,u,6,210.4232928,
